0,,,,,"2018-01-13 23:56:35 23-year-old Grace* said Ansari pulled her hand towards his penis multiple times and “kept doing it after I moved it away.” She said she remembers him asking again and again, “Where do you want me to fuck you?” https://t.co/Wl8z6AdMBr"
0,,,,,"2018-01-13 23:55:43 A young woman told @k80way about a bad experience she had after a date with Aziz Ansari, says she was 'violated'. Story just published by @babedotnet  https://t.co/WoE2u5n4Hq"
0,,,,,2018-01-13 22:51:00 Is ‘Master of None’ the New ‘Sex and the City’? https://t.co/OcQ1ue9oUA via @Eater
0,,,,,2018-01-13 22:47:07 maybe people are tired of me tweeting about my dreams but i have to get this one off my chest: i had a dream i sent a fan letter to aziz ansari and all it said was “suck my toes”
0,,,,,2018-01-13 22:23:51 @sahjacks yw! lemme know if u get into them. master of none take a few to get into but aziz ansari is everything and mind hunter is rly interesting
0,,,,,2018-01-13 21:49:37 i thought @azizansari name was azizan sari not aziz ansari. i am sooooooOo shook
0,,,,,"2018-01-13 21:45:19 @ambertamblyn from what I can see on the gofundme page: seth meyers, gerard butler, aziz ansari, edward norton, gary oldman, eric mccormack, josh radner donated on their own (there should be so many more...)"
0,,,,,2018-01-13 21:38:24 @KingAreys Nobody can replace Robin Williams. Though Aziz Ansari could work.
0,,,,,2018-01-13 21:34:05 sometimes the only thing that gets me thru the day is knowing that if the multiverse theory is real there’s a universe where i’m married to aziz ansari
0,,,,,2018-01-13 21:32:16 Aziz Ansari is the first Asian male actor to win best leading performance in a TV musical or comedy at the #GoldenGlobes https://t.co/aWoTXYKsxs https://t.co/RgdBniBsHA
0,,,,,2018-01-13 21:26:02 downloading master of none to watch on the plane bc i need my pain soothed by aziz ansari’s sweet boyish charm
0,,,,,"2018-01-13 21:17:25 Tienen que ver Master of None, es super sana, bonita y cómica. Gran trabajo de Aziz Ansari"
0,,,,,"2018-01-13 21:15:24 @ambertamblyn from what I can see on the gofundme page: seth meyers, gerard butler, aziz ansari, edward norton, gary oldman, eric mccormack, josh radner donated on their own (there should be so many more...)"
0,,,,,"2018-01-13 21:14:31 @ambertamblyn from what I can see on the gofundme page: seth meyers, gerard butler, aziz ansari, edward norton, gary oldman, eric mccormack, josh radner donated on their own (there should be so many more...)"
0,,,,,2018-01-13 21:13:32 Esta es mi selección para #SagsEnTNT. ¡Vota tú también! https://t.co/OcdsCHxBAD #SagsEnTNT
0,,,,,2018-01-13 21:07:52 Is there an amount of money I wouldn't pay to see Aziz Ansari live? @azizansari pls come to Austin
0,,,,,2018-01-13 21:03:20 Hope we don't have to wait another 75 years for an Asian man to win a Golden Globe as a television actor. https://t.co/kmoa6UfYd0
0,,,,,"2018-01-13 21:02:29 @ambertamblyn from what I can see on the gofundme page: seth meyers, gerard butler, aziz ansari, edward norton, gary oldman, eric mccormack, josh radner donated on their own (there should be so many more...)"
0,,,,,2018-01-13 21:02:03 El merecido reconocimiento en los Globos de Oro para Aziz Ansari de ‘Master of None’ en 5 puntos https://t.co/szqiTDstwW vía @jenesaispop https://t.co/4uT0VvmzBw
0,,,,,2018-01-13 20:56:54 Aziz Ansari is the first Asian American actor to win a Golden Globe for television #GoldenGlobes. Haing S. Ngor won Best Supporting Actor for The Killing Fields in 1985.
0,,,,,2018-01-13 20:39:20 Aziz Ansari has my favorite Rolex model
0,,,,,2018-01-13 20:36:04 @jesshakeitoff @janeviIlanueva Yeah idk lmaoo I know aziz ansari donated on his own but the rest I’m not sure about
0,,,,,"2018-01-13 20:16:29 @jesshakeitoff @janeviIlanueva aziz ansari, seth meyers, gerard butler, edward norton, gary oldman, eric mccormack and josh radner. It’s more than two, but still very few."
0,,,,,"2018-01-13 20:16:01 @ambertamblyn from what I can see on the gofundme page: seth meyers, gerard butler, aziz ansari, edward norton, gary oldman, eric mccormack, josh radner donated on their own (there should be so many more...)"
0,,,,,"2018-01-13 20:14:55 i got u, height dysphoric trans guys:"
0,,,,,
0,,,,,prince 5'2''
0,,,,,tyler oakley 5'2''
0,,,,,kevin hart 5'3''
0,,,,,seth green 5'4''
0,,,,,bruno mars 5'5''
0,,,,,daniel radcliffe 5'5''
0,,,,,jack black 5'6''
0,,,,,aziz ansari 5'6''
0,,,,,oscar isaac 5'6''
0,,,,,lil wayne 5'6''
0,,,,,elijah wood 5'6''
0,,,,,joe jonas 5'7''
0,,,,,zac efron 5'8''
0,,,,,kanye west 5'8''
0,,,,,"2018-01-13 20:10:47 @ambertamblyn FYI, I see donations from Seth Meyers, Gerard Butler, Aziz Ansari, Edward Norton, etc. from a few days ago."
0,,,,,"2018-01-13 20:07:24 @ambertamblyn from what I can see on the gofundme page: seth meyers, gerard butler, aziz ansari, edward norton, gary oldman, eric mccormack, josh radner donated on their own (there should be so many more...)"
0,,,,,"2018-01-13 20:06:12 @MerSplainsItAll I scrolled down far enough to see Edward Norton, Gerard Butler, Aziz Ansari, etc. So I think her statement is misleading.."
0,,,,,"2018-01-13 19:44:22 i got u, height dysphoric trans guys:"
0,,,,,
0,,,,,prince 5'2''
0,,,,,tyler oakley 5'2''
0,,,,,kevin hart 5'3''
0,,,,,seth green 5'4''
0,,,,,bruno mars 5'5''
0,,,,,daniel radcliffe 5'5''
