0,,,,,2019-01-03 23:59:59 Huey been told y’all about R. Kelly. https://t.co/TaQuzeLdRY
0,,,,,2019-01-03 23:59:58 R. Kelly people: We will sue if Lifetime let’s that series run tonight
0,,,,,
0,,,,,Lifetime: https://t.co/YocZwf5wuR
0,,,,,2019-01-03 23:59:57 One of R.Kelly's backup singers alleges to have seen a 15-year-old Aaliyah and then 27-year-old Kelly having a sexual encounter on a tour bus.
0,,,,,
0,,,,,"Aaliyah's mother denies these claims, ""My husband and I were always on tour with her"" https://t.co/eOidubs9U7 https://t.co/Q5XxCXWqmt"
0,,,,,2019-01-03 23:59:57 R. Kelly has been cancelled for YEARS over here. I'm not addressing anything until he ends up in prison. Period.
0,,,,,"2019-01-03 23:59:56 As Surviving R. Kelly premieres tonight, a reminder that your favorite artist isn’t as brave as 25 year old Vince Staples. https://t.co/nvxlHJE54n"
0,,,,,"2019-01-03 23:59:56 Boondocks said it best: ""Every famous n*gga that gets arrested is not Nelson Mandela! Yes the government conspires to put lots of innocent black men in jail on fallacious charges but R Kelly is not one of those men!"
0,,,,,"We all know the n*gga can sing! But what happened to standards?"""
0,,,,,2019-01-03 23:59:56 I really hope he sues so attorneys can go through a full discovery process that uncovers every single ounce of his abuse and dirt. https://t.co/oT9bsxQ6s9
0,,,,,2019-01-03 23:59:56 That R Kelly shit gone bring the worst outta y’all because the way twitter work somebody always gotta be on the opposite even when it’s clear they shouldn’t be
0,,,,,2019-01-03 23:59:56 *whole TL hating R.Kelly*
0,,,,,
0,,,,,Me: https://t.co/WHsjDFq9bb
0,,,,,2019-01-03 23:59:56 arguing with a dry wig wearing ass bitch about “the good of r kelly” is a complete waste of your time. explaining to a motherfucker who conflates grooming and genuine romantic connection will not help anyone.
0,,,,,"2019-01-03 23:59:55 ladies and gentlemen, vince staples on r kelly https://t.co/SmZdYu9PNJ"
0,,,,,"2019-01-03 23:59:55 Boondocks said it best: ""Every famous n*gga that gets arrested is not Nelson Mandela! Yes the government conspires to put lots of innocent black men in jail on fallacious charges but R Kelly is not one of those men!"
0,,,,,"We all know the n*gga can sing! But what happened to standards?"""
0,,,,,2019-01-03 23:59:55 arguing with a dry wig wearing ass bitch about “the good of r kelly” is a complete waste of your time. explaining to a motherfucker who conflates grooming and genuine romantic connection will not help anyone.
0,,,,,2019-01-03 23:59:55 Why is R.Kelly getting a six-part documentary instead of a 6x9 jail cell?!
0,,,,,2019-01-03 23:59:54 What’s r kelly do now? 🤦🏾‍♂️
0,,,,,"2019-01-03 23:59:54 Since R Kelly cancelled, kindergarteners gotta sing the Meek Mill Intro at graduations now"
0,,,,,"2019-01-03 23:59:53 It's wild that R Kelly married Aaliyah when she was 15, peed on a 14 year old, admitted to liking teenagers, has has DECADES worth of people calling him out for preying on teenagers and is still not in prison"
0,,,,,2019-01-03 23:59:52 I have to get home so I can see Surviving R.Kelly ‼️
0,,,,,2019-01-03 23:59:52 Birdbox 
0,,,,,
0,,,,,We got little girls out here 
0,,,,,
0,,,,,R Kelly https://t.co/TbQU5gXOdU
0,,,,,2019-01-03 23:59:52 Huey been told y’all about R. Kelly. https://t.co/TaQuzeLdRY
0,,,,,"2019-01-03 23:59:52 Wow! We’re so close to our goal! 1,000! #BanSurvivingRKelly #SurvivingRKelly Lifetime and A&amp;E Networks : Ban Surviving R. Kelly Documentary · https://t.co/Jl7n39QQY4 https://t.co/ATDqTTjVEP"
0,,,,,"2019-01-03 23:59:52 Surviving R Kelly is on tonight. If you’re unsure as to if you can watch it, consider recording it if able. That way the survivors are being supported while you’re also supporting yourself and your capacity for more trauma."
0,,,,,
0,,,,,It’s okay to say no.
0,,,,,2019-01-03 23:59:50 Never forget R. Kelly really said this https://t.co/AT1ZljiNb5
0,,,,,"2019-01-03 23:59:50 Since R Kelly cancelled, kindergarteners gotta sing the Meek Mill Intro at graduations now"
0,,,,,"2019-01-03 23:59:50 As Surviving R. Kelly premieres tonight, a reminder that your favorite artist isn’t as brave as 25 year old Vince Staples. https://t.co/nvxlHJE54n"
0,,,,,2019-01-03 23:59:49 Huey been told y’all about R. Kelly. https://t.co/TaQuzeLdRY
0,,,,,"2019-01-03 23:59:49 Celebrities who've previously criticized R.Kelly such as Lady Gaga, Erykah Badu and Dave Chappelle declined to be interview for Lifetime's documentary on the R&amp;B superstar. "
0,,,,,https://t.co/UDChNxub3T
0,,,,,"2019-01-03 23:59:48 Since R Kelly cancelled, kindergarteners gotta sing the Meek Mill Intro at graduations now"
0,,,,,"2019-01-03 23:59:48 As Surviving R. Kelly premieres tonight, a reminder that your favorite artist isn’t as brave as 25 year old Vince Staples. https://t.co/nvxlHJE54n"
0,,,,,"2019-01-03 23:59:48 As Surviving R. Kelly premieres tonight, a reminder that your favorite artist isn’t as brave as 25 year old Vince Staples. https://t.co/nvxlHJE54n"
0,,,,,2019-01-03 23:59:47 That R. Kelly documentary tonight is gonna shake the TL apart shit gonna be wild
0,,,,,2019-01-03 23:59:47 Lifetime is  really showing the Aaliyah movie right before Surviving R Kelly. They ain't shit.
0,,,,,"2019-01-03 23:59:47 As Surviving R. Kelly premieres tonight, a reminder that your favorite artist isn’t as brave as 25 year old Vince Staples. https://t.co/nvxlHJE54n"
0,,,,,2019-01-03 23:59:47 Im going to be GLUED to the tv when they tell what R.Kelly did.
0,,,,,"2019-01-03 23:59:46 Since R Kelly cancelled, kindergarteners gotta sing the Meek Mill Intro at graduations now"
0,,,,,2019-01-03 23:59:45 Viewer Guide to “Surviving R. Kelly” on Lifetime beginning tonight at 9pm. Thank you ⁦@GGENYC⁩ for creating this. #BelievSurvivors https://t.co/lV8srrxkMM
0,,,,,2019-01-03 23:59:45 Lifetime petty as hell for showing the Aaliyah biopic before the R Kelly documentary
0,,,,,2019-01-03 23:59:45 R. Kelly is a serial rapist.
0,,,,,
0,,,,,"He has used his fame &amp; power to prey on young Black women for decades. I'm in awe of all the folks who've been fighting back for so many years, including with #SurvivingRKelly."
0,,,,,
0,,,,,"Lifetime, 9pm."
0,,,,,"Tonight, tomorrow, Saturday."
0,,,,,https://t.co/Veeni8ZFDj
0,,,,,"2019-01-03 23:59:44 As Surviving R. Kelly premieres tonight, a reminder that your favorite artist isn’t as brave as 25 year old Vince Staples. https://t.co/nvxlHJE54n"
0,,,,,2019-01-03 23:59:44 How some of y’all sound defending R Kelly https://t.co/lw22QltCcS
0,,,,,2019-01-03 23:59:44 what time n channel is this r kelly movie on
0,,,,,2019-01-03 23:59:44 So Lifetime is going to play the Aaliyah movie right before R.Kelly documentary
0,,,,,2019-01-03 23:59:43 Huey been told y’all about R. Kelly. https://t.co/TaQuzeLdRY
